0.00000		0.81479
0.02000		0.82501
0.04000		0.82646
0.06000		1.24900
0.08000		1.42648
0.10000		1.73407
0.12000		1.79076
0.14000		1.81402
0.16000		1.77995
0.18000		1.78690
0.20000		1.79008
0.22000		1.77496
0.24000		1.77710
0.26000		1.77151
0.28000		1.78020
0.30000		1.77960
0.32000		1.78095
0.34000		1.82479
0.36000		1.77695
0.38000		1.78368
0.40000		1.78056
0.42000		1.79255
0.44000		1.83127
0.46000		1.71438
0.48000		1.78017
0.50000		1.78180
0.52000		1.82709
0.54000		1.78635
0.56000		1.80235
0.58000		1.83258
0.60000		1.76944
0.62000		1.71618
0.64000		1.65715
0.66000		1.63858
0.68000		1.63092
0.70000		1.57870
0.72000		1.47234
0.74000		1.46728
0.76000		1.44937
0.78000		1.39972
0.80000		1.34367
0.82000		1.27004
0.84000		1.25423
0.86000		1.25430
0.88000		1.23053
0.90000		1.19421
0.92000		1.15400
0.94000		1.10327
0.96000		1.11713
0.98000		1.11548
1.00000		1.06950
1.02000		1.02537
1.04000		1.03519
1.06000		1.01414
1.08000		0.98228
1.10000		0.96587
1.12000		0.96061
1.14000		0.94828
1.16000		0.92234
1.18000		0.89983
1.20000		0.89240
1.22000		0.87657
1.24000		0.85950
1.26000		0.84869
1.28000		0.84186
1.30000		0.83035
1.32000		0.80792
1.34000		0.79090
1.36000		0.78526
1.38000		0.77637
1.40000		0.76764
1.42000		0.75559
1.44000		0.73918
1.46000		0.73055
1.48000		0.71976
1.50000		0.70873
1.52000		0.69765
1.54000		0.68874
1.56000		0.68278
1.58000		0.67762
1.60000		0.67218
1.62000		0.66568
1.64000		0.65639
1.66000		0.65115
1.68000		0.63903
1.70000		0.62972
1.72000		0.62134
1.74000		0.61169
1.76000		0.60608
1.78000		0.60504
1.80000		0.60049
1.82000		0.59170
1.84000		0.58399
1.86000		0.57030
1.88000		0.56482
1.90000		0.56124
1.92000		0.56242
1.94000		0.55772
1.96000		0.54806
1.98000		0.54609
2.00000		0.53747
2.02000		0.52269
2.04000		0.50505
2.06000		0.49790
2.08000		0.49499
2.10000		0.48750
2.12000		0.47594
2.14000		0.45917
2.16000		0.45374
2.18000		0.45377
2.20000		0.44956
2.22000		0.43733
2.24000		0.42876
2.26000		0.42330
2.28000		0.41039
2.30000		0.40097
2.32000		0.39873
2.34000		0.39376
2.36000		0.38601
2.38000		0.37812
2.40000		0.37083
2.42000		0.36346
