0.00000		0.82542
0.02000		0.83441
0.04000		0.87119
0.06000		1.05124
0.08000		1.35195
0.10000		2.23647
0.12000		1.98818
0.14000		1.83715
0.16000		1.77891
0.18000		1.82501
0.20000		1.84454
0.22000		1.80982
0.24000		1.78322
0.26000		1.74118
0.28000		1.78037
0.30000		1.85052
0.32000		1.90920
0.34000		1.77673
0.36000		1.78174
0.38000		1.74809
0.40000		1.78086
0.42000		1.74106
0.44000		1.78080
0.46000		1.76010
0.48000		1.78977
0.50000		1.69829
0.52000		1.77129
0.54000		1.79800
0.56000		1.80251
0.58000		1.77132
0.60000		1.78019
0.62000		1.62482
0.64000		1.64722
0.66000		1.59188
0.68000		1.59882
0.70000		1.67290
0.72000		1.63450
0.74000		1.51809
0.76000		1.40033
0.78000		1.38396
0.80000		1.34666
0.82000		1.31127
0.84000		1.27111
0.86000		1.19374
0.88000		1.19557
0.90000		1.23050
0.92000		1.21092
0.94000		1.17325
0.96000		1.12328
0.98000		1.10856
1.00000		1.07526
1.02000		1.03373
1.04000		1.05771
1.06000		1.06554
1.08000		1.03047
1.10000		0.96065
1.12000		0.96236
1.14000		0.95072
1.16000		0.92311
1.18000		0.89846
1.20000		0.88464
1.22000		0.88098
1.24000		0.87849
1.26000		0.86704
1.28000		0.83992
1.30000		0.81574
1.32000		0.80928
1.34000		0.80627
1.36000		0.79616
1.38000		0.77886
1.40000		0.77227
1.42000		0.76345
1.44000		0.74540
1.46000		0.71839
1.48000		0.71678
1.50000		0.71513
1.52000		0.70673
1.54000		0.69540
1.56000		0.69065
1.58000		0.70230
1.60000		0.70820
1.62000		0.70810
1.64000		0.70273
1.66000		0.69321
1.68000		0.68056
1.70000		0.66552
1.72000		0.64844
1.74000		0.62896
1.76000		0.62158
1.78000		0.61236
1.80000		0.59967
1.82000		0.58511
1.84000		0.57114
1.86000		0.56008
1.88000		0.55285
1.90000		0.54917
1.92000		0.54785
1.94000		0.54747
1.96000		0.54688
1.98000		0.54553
2.00000		0.54194
2.02000		0.53486
2.04000		0.52399
2.06000		0.50966
2.08000		0.49843
2.10000		0.48740
2.12000		0.47735
2.14000		0.46672
2.16000		0.45385
2.18000		0.45068
2.20000		0.44657
2.22000		0.44008
2.24000		0.43517
2.26000		0.43200
2.28000		0.42340
2.30000		0.41042
2.32000		0.39269
2.34000		0.39466
2.36000		0.39110
2.38000		0.38394
2.40000		0.37730
2.42000		0.37443
2.44000		0.36961
2.46000		0.36296
2.48000		0.35473
2.50000		0.34662
2.52000		0.33911
2.54000		0.33447
2.56000		0.33071
2.58000		0.32632
2.60000		0.32137
2.62000		0.31584
2.64000		0.31084
2.66000		0.30732
2.68000		0.30245
2.70000		0.29568
2.72000		0.28661
2.74000		0.27709
2.76000		0.27114
2.78000		0.27370
2.80000		0.27566
2.82000		0.27508
2.84000		0.27417
2.86000		0.27073
2.88000		0.26553
2.90000		0.25802
2.92000		0.25351
2.94000		0.25171
2.96000		0.24904
2.98000		0.24546
3.00000		0.24086
3.02000		0.23527
3.04000		0.22879
3.06000		0.22159
3.08000		0.22092
3.10000		0.22027
3.12000		0.21928
3.14000		0.21795
3.16000		0.21629
3.18000		0.21482
3.20000		0.21316
3.22000		0.21107
3.24000		0.20856
3.26000		0.20565
3.28000		0.20239
3.30000		0.19883
3.32000		0.19642
3.34000		0.19446
3.36000		0.19231
3.38000		0.19008
3.40000		0.18790
3.42000		0.18587
3.44000		0.18397
3.46000		0.18426
3.48000		0.18480
3.50000		0.18514
3.52000		0.18506
3.54000		0.18437
3.56000		0.18295
3.58000		0.18072
3.60000		0.17773
3.62000		0.17422
3.64000		0.17029
3.66000		0.16600
3.68000		0.16165
3.70000		0.15802
3.72000		0.15444
3.74000		0.15112
3.76000		0.14824
3.78000		0.14592
3.80000		0.14422
3.82000		0.14313
3.84000		0.14261
3.86000		0.14253
3.88000		0.14272
3.90000		0.14305
3.92000		0.14329
3.94000		0.14331
3.96000		0.14293
3.98000		0.14205
4.00000		0.14058
4.02000		0.13997
4.04000		0.13964
4.06000		0.13881
4.08000		0.13749
4.10000		0.13569
4.12000		0.13345
4.14000		0.13085
4.16000		0.12800
4.18000		0.12498
4.20000		0.12250
4.22000		0.12032
4.24000		0.11820
4.26000		0.11622
4.28000		0.11443
4.30000		0.11290
4.32000		0.11163
4.34000		0.11063
4.36000		0.10987
4.38000		0.10929
4.40000		0.10887
4.42000		0.10852
4.44000		0.10820
4.46000		0.10783
4.48000		0.10739
4.50000		0.10715
4.52000		0.10674
