0.00000		0.65837
0.02000		0.66764
0.04000		0.68898
0.06000		0.78083
0.08000		0.87773
0.10000		1.28924
0.12000		1.31050
0.14000		1.47755
0.16000		1.75146
0.18000		1.89010
0.20000		1.84979
0.22000		1.41491
0.24000		1.32536
0.26000		1.25633
0.28000		1.51967
0.30000		1.55275
0.32000		1.48462
0.34000		1.45772
0.36000		1.55946
0.38000		1.71877
0.40000		1.85467
0.42000		1.77029
0.44000		1.78069
0.46000		1.79119
0.48000		1.78028
0.50000		1.73723
0.52000		1.77982
0.54000		1.82448
0.56000		1.77993
0.58000		1.77542
0.60000		1.78128
0.62000		1.79304
0.64000		1.66987
0.66000		1.55983
0.68000		1.56698
0.70000		1.56452
0.72000		1.48797
0.74000		1.49285
0.76000		1.42751
0.78000		1.32499
0.80000		1.31829
0.82000		1.34651
0.84000		1.28894
0.86000		1.24538
0.88000		1.22199
0.90000		1.18280
0.92000		1.15459
0.94000		1.13510
0.96000		1.11418
0.98000		1.08233
1.00000		1.06815
1.02000		1.00233
1.04000		1.02723
1.06000		1.05933
1.08000		0.99484
1.10000		0.96967
1.12000		0.94540
1.14000		0.93873
1.16000		0.93415
1.18000		0.91118
1.20000		0.89469
1.22000		0.88858
1.24000		0.85406
1.26000		0.86127
1.28000		0.84340
1.30000		0.78421
1.32000		0.79523
1.34000		0.80812
1.36000		0.80536
1.38000		0.78551
1.40000		0.76492
1.42000		0.75362
1.44000		0.75393
1.46000		0.76738
1.48000		0.75309
1.50000		0.71707
1.52000		0.70902
1.54000		0.70330
1.56000		0.69763
1.58000		0.68824
1.60000		0.67586
1.62000		0.66702
1.64000		0.65374
1.66000		0.65317
1.68000		0.65960
1.70000		0.65163
1.72000		0.63115
1.74000		0.60612
1.76000		0.58642
1.78000		0.58265
1.80000		0.59055
1.82000		0.59263
1.84000		0.59361
1.86000		0.58353
1.88000		0.55728
1.90000		0.54928
1.92000		0.56181
1.94000		0.56263
1.96000		0.55572
1.98000		0.54590
2.00000		0.53256
2.02000		0.52008
2.04000		0.50813
2.06000		0.50916
2.08000		0.50514
2.10000		0.49547
2.12000		0.48148
2.14000		0.46301
2.16000		0.44178
2.18000		0.42374
2.20000		0.43414
2.22000		0.43722
2.24000		0.43444
2.26000		0.42729
2.28000		0.41656
2.30000		0.40236
2.32000		0.39177
2.34000		0.39295
2.36000		0.39081
2.38000		0.38539
2.40000		0.37707
2.42000		0.36584
2.44000		0.35649
2.46000		0.35126
2.48000		0.34643
2.50000		0.34154
2.52000		0.33580
2.54000		0.32897
2.56000		0.32584
2.58000		0.32204
2.60000		0.31756
2.62000		0.31510
2.64000		0.31333
2.66000		0.30868
2.68000		0.30092
2.70000		0.29092
2.72000		0.28005
2.74000		0.27483
2.76000		0.27651
2.78000		0.27637
2.80000		0.27466
2.82000		0.27170
2.84000		0.26765
2.86000		0.26234
2.88000		0.25587
2.90000		0.25559
2.92000		0.25419
2.94000		0.25055
2.96000		0.24419
2.98000		0.23537
3.00000		0.23750
3.02000		0.23709
3.04000		0.23434
3.06000		0.23030
3.08000		0.22451
3.10000		0.22145
3.12000		0.22319
3.14000		0.22295
3.16000		0.22104
3.18000		0.21793
3.20000		0.21370
3.22000		0.20857
3.24000		0.20651
3.26000		0.20581
